,year,country,word,frequency,count,freq_prop_headlines,word_len,freq_rank,hfreq_rank,theme
321,2020,India,ceo,100,21942,0.00455747,3,22,22,empowerment
322,2021,India,ceo,53,12622,0.004199018,3,22,22,empowerment
328,2010,India,congress,0,1584,0.0,8,24,24,empowerment
329,2011,India,congress,0,2438,0.0,8,24,24,empowerment
330,2012,India,congress,7,3634,0.001926252,8,24,24,empowerment
331,2013,India,congress,16,4910,0.003258656,8,24,24,empowerment
332,2014,India,congress,32,7502,0.0042655290000000005,8,24,24,empowerment
333,2015,India,congress,19,10532,0.001804026,8,24,24,empowerment
334,2016,India,congress,25,14012,0.001784185,8,24,24,empowerment
335,2017,India,congress,44,17097,0.002573551,8,24,24,empowerment
336,2018,India,congress,87,19170,0.0045383409999999996,8,24,24,empowerment
337,2019,India,congress,132,20849,0.006331239000000001,8,24,24,empowerment
338,2020,India,congress,103,21942,0.0046941940000000005,8,24,24,empowerment
339,2021,India,congress,50,12622,0.0039613370000000005,8,24,24,empowerment
362,2010,India,girlfriend,0,1584,0.0,10,27,27,female stereotypes
363,2011,India,girlfriend,6,2438,0.002461034,10,27,27,female stereotypes
364,2012,India,girlfriend,6,3634,0.0016510729999999999,10,27,27,female stereotypes
365,2013,India,girlfriend,6,4910,0.0012219960000000001,10,27,27,female stereotypes
366,2014,India,girlfriend,14,7502,0.001866169,10,27,27,female stereotypes
367,2015,India,girlfriend,24,10532,0.002278769,10,27,27,female stereotypes
368,2016,India,girlfriend,40,14012,0.002854696,10,27,27,female stereotypes
369,2017,India,girlfriend,35,17097,0.002047143,10,27,27,female stereotypes
370,2018,India,girlfriend,35,19170,0.0018257689999999999,10,27,27,female stereotypes
371,2019,India,girlfriend,41,20849,0.001966521,10,27,27,female stereotypes
372,2020,India,girlfriend,49,21942,0.00223316,10,27,27,female stereotypes
373,2021,India,girlfriend,47,12622,0.003723657,10,27,27,female stereotypes
396,2010,India,founder,0,1584,0.0,7,30,30,empowerment
397,2011,India,founder,2,2438,0.000820345,7,30,30,empowerment
398,2012,India,founder,4,3634,0.001100715,7,30,30,empowerment
399,2013,India,founder,8,4910,0.001629328,7,30,30,empowerment
400,2014,India,founder,10,7502,0.0013329779999999999,7,30,30,empowerment
401,2015,India,founder,24,10532,0.002278769,7,30,30,empowerment
402,2016,India,founder,32,14012,0.002283757,7,30,30,empowerment
403,2017,India,founder,48,17097,0.00280751,7,30,30,empowerment
404,2018,India,founder,56,19170,0.002921231,7,30,30,empowerment
405,2019,India,founder,54,20849,0.0025900520000000002,7,30,30,empowerment
406,2020,India,founder,76,21942,0.003463677,7,30,30,empowerment
407,2021,India,founder,45,12622,0.003565204,7,30,30,empowerment
685,2010,India,deputy,0,1584,0.0,6,56,56,empowerment
686,2011,India,deputy,0,2438,0.0,6,56,56,empowerment
687,2012,India,deputy,1,3634,0.000275179,6,56,56,empowerment
688,2013,India,deputy,2,4910,0.000407332,6,56,56,empowerment
689,2014,India,deputy,6,7502,0.0007997869999999999,6,56,56,empowerment
690,2015,India,deputy,6,10532,0.000569692,6,56,56,empowerment
691,2016,India,deputy,9,14012,0.000642307,6,56,56,empowerment
692,2017,India,deputy,8,17097,0.00046791800000000006,6,56,56,empowerment
693,2018,India,deputy,5,19170,0.000260824,6,56,56,empowerment
694,2019,India,deputy,20,20849,0.000959279,6,56,56,empowerment
695,2020,India,deputy,17,21942,0.00077477,6,56,56,empowerment
696,2021,India,deputy,30,12622,0.002376802,6,56,56,empowerment
719,2010,India,strong,0,1584,0.0,6,59,59,empowerment
720,2011,India,strong,2,2438,0.000820345,6,59,59,empowerment
721,2012,India,strong,6,3634,0.0016510729999999999,6,59,59,empowerment
722,2013,India,strong,8,4910,0.001629328,6,59,59,empowerment
723,2014,India,strong,17,7502,0.002266062,6,59,59,empowerment
724,2015,India,strong,16,10532,0.00151918,6,59,59,empowerment
725,2016,India,strong,31,14012,0.002212389,6,59,59,empowerment
726,2017,India,strong,54,17097,0.0031584490000000002,6,59,59,empowerment
727,2018,India,strong,51,19170,0.002660407,6,59,59,empowerment
728,2019,India,strong,51,20849,0.00244616,6,59,59,empowerment
729,2020,India,strong,53,21942,0.002415459,6,59,59,empowerment
730,2021,India,strong,28,12622,0.002218349,6,59,59,empowerment
770,2010,India,abduct,0,1584,0.0,6,63,63,crime and violence
771,2011,India,abduct,4,2438,0.0016406889999999999,6,63,63,crime and violence
772,2012,India,abduct,4,3634,0.001100715,6,63,63,crime and violence
773,2013,India,abduct,5,4910,0.00101833,6,63,63,crime and violence
774,2014,India,abduct,8,7502,0.001066382,6,63,63,crime and violence
775,2015,India,abduct,6,10532,0.000569692,6,63,63,crime and violence
776,2016,India,abduct,34,14012,0.002426492,6,63,63,crime and violence
777,2017,India,abduct,24,17097,0.001403755,6,63,63,crime and violence
778,2018,India,abduct,28,19170,0.001460616,6,63,63,crime and violence
779,2019,India,abduct,43,20849,0.002062449,6,63,63,crime and violence
780,2020,India,abduct,39,21942,0.0017774129999999998,6,63,63,crime and violence
781,2021,India,abduct,26,12622,0.002059895,6,63,63,crime and violence
906,2010,India,adorable,0,1584,0.0,8,75,75,female stereotypes
907,2011,India,adorable,0,2438,0.0,8,75,75,female stereotypes
908,2012,India,adorable,3,3634,0.000825537,8,75,75,female stereotypes
909,2013,India,adorable,3,4910,0.0006109980000000001,8,75,75,female stereotypes
910,2014,India,adorable,5,7502,0.0006664889999999999,8,75,75,female stereotypes
911,2015,India,adorable,9,10532,0.000854539,8,75,75,female stereotypes
912,2016,India,adorable,20,14012,0.001427348,8,75,75,female stereotypes
913,2017,India,adorable,30,17097,0.001754694,8,75,75,female stereotypes
914,2018,India,adorable,28,19170,0.001460616,8,75,75,female stereotypes
915,2019,India,adorable,38,20849,0.0018226289999999999,8,75,75,female stereotypes
916,2020,India,adorable,40,21942,0.0018229879999999998,8,75,75,female stereotypes
917,2021,India,adorable,22,12622,0.0017429879999999998,8,75,75,female stereotypes
923,2010,India,equality,0,1584,0.0,8,76,76,empowerment
924,2011,India,equality,5,2438,0.002050861,8,76,76,empowerment
925,2012,India,equality,4,3634,0.001100715,8,76,76,empowerment
926,2013,India,equality,9,4910,0.001832994,8,76,76,empowerment
927,2014,India,equality,18,7502,0.00239936,8,76,76,empowerment
928,2015,India,equality,27,10532,0.002563616,8,76,76,empowerment
929,2016,India,equality,29,14012,0.002069655,8,76,76,empowerment
930,2017,India,equality,36,17097,0.002105633,8,76,76,empowerment
931,2018,India,equality,44,19170,0.0022952529999999997,8,76,76,empowerment
932,2019,India,equality,59,20849,0.002829872,8,76,76,empowerment
933,2020,India,equality,45,21942,0.002050861,8,76,76,empowerment
934,2021,India,equality,22,12622,0.0017429879999999998,8,76,76,empowerment
1110,2010,India,nurse,0,1584,0.0,5,88,88,female stereotypes
1111,2011,India,nurse,2,2438,0.000820345,5,88,88,female stereotypes
1112,2012,India,nurse,1,3634,0.000275179,5,88,88,female stereotypes
1113,2013,India,nurse,3,4910,0.0006109980000000001,5,88,88,female stereotypes
1114,2014,India,nurse,5,7502,0.0006664889999999999,5,88,88,female stereotypes
1115,2015,India,nurse,16,10532,0.00151918,5,88,88,female stereotypes
1116,2016,India,nurse,7,14012,0.000499572,5,88,88,female stereotypes
1117,2017,India,nurse,14,17097,0.000818857,5,88,88,female stereotypes
1118,2018,India,nurse,21,19170,0.001095462,5,88,88,female stereotypes
1119,2019,India,nurse,23,20849,0.00110317,5,88,88,female stereotypes
1120,2020,India,nurse,49,21942,0.00223316,5,88,88,female stereotypes
1121,2021,India,nurse,19,12622,0.001505308,5,88,88,female stereotypes
1127,2010,India,elect,0,1584,0.0,5,89,89,empowerment
1128,2011,India,elect,1,2438,0.000410172,5,89,89,empowerment
1129,2012,India,elect,4,3634,0.001100715,5,89,89,empowerment
1130,2013,India,elect,2,4910,0.000407332,5,89,89,empowerment
1131,2014,India,elect,8,7502,0.001066382,5,89,89,empowerment
1132,2015,India,elect,17,10532,0.0016141279999999998,5,89,89,empowerment
1133,2016,India,elect,27,14012,0.00192692,5,89,89,empowerment
1134,2017,India,elect,20,17097,0.001169796,5,89,89,empowerment
1135,2018,India,elect,33,19170,0.00172144,5,89,89,empowerment
1136,2019,India,elect,26,20849,0.001247062,5,89,89,empowerment
1137,2020,India,elect,71,21942,0.0032358029999999998,5,89,89,empowerment
1138,2021,India,elect,18,12622,0.001426081,5,89,89,empowerment
1144,2010,India,fighter,0,1584,0.0,7,90,90,empowerment
1145,2011,India,fighter,5,2438,0.002050861,7,90,90,empowerment
1146,2012,India,fighter,3,3634,0.000825537,7,90,90,empowerment
1147,2013,India,fighter,3,4910,0.0006109980000000001,7,90,90,empowerment
1148,2014,India,fighter,15,7502,0.001999467,7,90,90,empowerment
1149,2015,India,fighter,39,10532,0.003703,7,90,90,empowerment
1150,2016,India,fighter,55,14012,0.003925207,7,90,90,empowerment
1151,2017,India,fighter,32,17097,0.001871673,7,90,90,empowerment
1152,2018,India,fighter,56,19170,0.002921231,7,90,90,empowerment
1153,2019,India,fighter,42,20849,0.002014485,7,90,90,empowerment
1154,2020,India,fighter,32,21942,0.00145839,7,90,90,empowerment
1155,2021,India,fighter,18,12622,0.001426081,7,90,90,empowerment
1195,2010,India,metoo,0,1584,0.0,5,97,97,empowerment
1196,2011,India,metoo,0,2438,0.0,5,97,97,empowerment
1197,2012,India,metoo,0,3634,0.0,5,97,97,empowerment
1198,2013,India,metoo,0,4910,0.0,5,97,97,empowerment
1199,2014,India,metoo,0,7502,0.0,5,97,97,empowerment
1200,2015,India,metoo,0,10532,0.0,5,97,97,empowerment
1201,2016,India,metoo,0,14012,0.0,5,97,97,empowerment
1202,2017,India,metoo,31,17097,0.001813184,5,97,97,empowerment
1203,2018,India,metoo,281,19170,0.01465832,5,97,97,empowerment
1204,2019,India,metoo,53,20849,0.002542088,5,97,97,empowerment
1205,2020,India,metoo,24,21942,0.001093793,5,97,97,empowerment
1206,2021,India,metoo,16,12622,0.001267628,5,97,97,empowerment
1212,2010,India,temple,0,1584,0.0,6,99,99,"race, ethnicity and identity"
1213,2011,India,temple,3,2438,0.001230517,6,99,99,"race, ethnicity and identity"
1214,2012,India,temple,2,3634,0.000550358,6,99,99,"race, ethnicity and identity"
1215,2013,India,temple,8,4910,0.001629328,6,99,99,"race, ethnicity and identity"
1216,2014,India,temple,9,7502,0.00119968,6,99,99,"race, ethnicity and identity"
1217,2015,India,temple,24,10532,0.002278769,6,99,99,"race, ethnicity and identity"
1218,2016,India,temple,95,14012,0.006779903,6,99,99,"race, ethnicity and identity"
1219,2017,India,temple,32,17097,0.001871673,6,99,99,"race, ethnicity and identity"
1220,2018,India,temple,113,19170,0.0058946269999999995,6,99,99,"race, ethnicity and identity"
1221,2019,India,temple,88,20849,0.004220826,6,99,99,"race, ethnicity and identity"
1222,2020,India,temple,30,21942,0.0013672410000000002,6,99,99,"race, ethnicity and identity"
1223,2021,India,temple,16,12622,0.001267628,6,99,99,"race, ethnicity and identity"
1314,2010,India,racist,0,1584,0.0,6,105,105,crime and violence
1315,2011,India,racist,0,2438,0.0,6,105,105,crime and violence
1316,2012,India,racist,4,3634,0.001100715,6,105,105,crime and violence
1317,2013,India,racist,9,4910,0.001832994,6,105,105,crime and violence
1318,2014,India,racist,3,7502,0.000399893,6,105,105,crime and violence
1319,2015,India,racist,11,10532,0.0010444360000000001,6,105,105,crime and violence
1320,2016,India,racist,5,14012,0.000356837,6,105,105,crime and violence
1321,2017,India,racist,21,17097,0.001228286,6,105,105,crime and violence
1322,2018,India,racist,26,19170,0.001356286,6,105,105,crime and violence
1323,2019,India,racist,26,20849,0.001247062,6,105,105,crime and violence
1324,2020,India,racist,51,21942,0.00232431,6,105,105,crime and violence
1325,2021,India,racist,15,12622,0.001188401,6,105,105,crime and violence
1365,2010,India,kidnapping,0,1584,0.0,10,108,108,crime and violence
1366,2011,India,kidnapping,1,2438,0.000410172,10,108,108,crime and violence
1367,2012,India,kidnapping,1,3634,0.000275179,10,108,108,crime and violence
1368,2013,India,kidnapping,7,4910,0.001425662,10,108,108,crime and violence
1369,2014,India,kidnapping,1,7502,0.00013329799999999998,10,108,108,crime and violence
1370,2015,India,kidnapping,0,10532,0.0,10,108,108,crime and violence
1371,2016,India,kidnapping,7,14012,0.000499572,10,108,108,crime and violence
1372,2017,India,kidnapping,4,17097,0.00023395900000000003,10,108,108,crime and violence
1373,2018,India,kidnapping,12,19170,0.000625978,10,108,108,crime and violence
1374,2019,India,kidnapping,21,20849,0.0010072430000000001,10,108,108,crime and violence
1375,2020,India,kidnapping,16,21942,0.000729195,10,108,108,crime and violence
1376,2021,India,kidnapping,14,12622,0.0011091739999999999,10,108,108,crime and violence
1382,2010,India,writer,0,1584,0.0,6,109,109,empowerment
1383,2011,India,writer,5,2438,0.002050861,6,109,109,empowerment
1384,2012,India,writer,4,3634,0.001100715,6,109,109,empowerment
1385,2013,India,writer,10,4910,0.00203666,6,109,109,empowerment
1386,2014,India,writer,12,7502,0.001599573,6,109,109,empowerment
1387,2015,India,writer,25,10532,0.002373718,6,109,109,empowerment
1388,2016,India,writer,31,14012,0.002212389,6,109,109,empowerment
1389,2017,India,writer,26,17097,0.001520735,6,109,109,empowerment
1390,2018,India,writer,42,19170,0.002190923,6,109,109,empowerment
1391,2019,India,writer,46,20849,0.002206341,6,109,109,empowerment
1392,2020,India,writer,42,21942,0.0019141370000000002,6,109,109,empowerment
1393,2021,India,writer,14,12622,0.0011091739999999999,6,109,109,empowerment
1518,2010,India,toddler,0,1584,0.0,7,121,121,female stereotypes
1519,2011,India,toddler,4,2438,0.0016406889999999999,7,121,121,female stereotypes
1520,2012,India,toddler,11,3634,0.0030269679999999997,7,121,121,female stereotypes
1521,2013,India,toddler,9,4910,0.001832994,7,121,121,female stereotypes
1522,2014,India,toddler,7,7502,0.000933085,7,121,121,female stereotypes
1523,2015,India,toddler,11,10532,0.0010444360000000001,7,121,121,female stereotypes
1524,2016,India,toddler,17,14012,0.001213246,7,121,121,female stereotypes
1525,2017,India,toddler,14,17097,0.000818857,7,121,121,female stereotypes
1526,2018,India,toddler,14,19170,0.000730308,7,121,121,female stereotypes
1527,2019,India,toddler,37,20849,0.001774665,7,121,121,female stereotypes
1528,2020,India,toddler,37,21942,0.001686264,7,121,121,female stereotypes
1529,2021,India,toddler,11,12622,0.0008714939999999999,7,121,121,female stereotypes
1552,2010,India,grammy,0,1584,0.0,6,123,123,empowerment
1553,2011,India,grammy,0,2438,0.0,6,123,123,empowerment
1554,2012,India,grammy,2,3634,0.000550358,6,123,123,empowerment
1555,2013,India,grammy,1,4910,0.000203666,6,123,123,empowerment
1556,2014,India,grammy,3,7502,0.000399893,6,123,123,empowerment
1557,2015,India,grammy,0,10532,0.0,6,123,123,empowerment
1558,2016,India,grammy,9,14012,0.000642307,6,123,123,empowerment
1559,2017,India,grammy,15,17097,0.000877347,6,123,123,empowerment
1560,2018,India,grammy,13,19170,0.000678143,6,123,123,empowerment
1561,2019,India,grammy,19,20849,0.000911315,6,123,123,empowerment
1562,2020,India,grammy,22,21942,0.0010026430000000001,6,123,123,empowerment
1563,2021,India,grammy,10,12622,0.0007922669999999999,6,123,123,empowerment
1569,2010,India,makeup,0,1584,0.0,6,124,124,female stereotypes
1570,2011,India,makeup,3,2438,0.001230517,6,124,124,female stereotypes
1571,2012,India,makeup,1,3634,0.000275179,6,124,124,female stereotypes
1572,2013,India,makeup,1,4910,0.000203666,6,124,124,female stereotypes
1573,2014,India,makeup,12,7502,0.001599573,6,124,124,female stereotypes
1574,2015,India,makeup,22,10532,0.0020888720000000003,6,124,124,female stereotypes
1575,2016,India,makeup,42,14012,0.0029974309999999996,6,124,124,female stereotypes
1576,2017,India,makeup,20,17097,0.001169796,6,124,124,female stereotypes
1577,2018,India,makeup,32,19170,0.001669275,6,124,124,female stereotypes
1578,2019,India,makeup,31,20849,0.0014868820000000001,6,124,124,female stereotypes
1579,2020,India,makeup,26,21942,0.001184942,6,124,124,female stereotypes
1580,2021,India,makeup,10,12622,0.0007922669999999999,6,124,124,female stereotypes
2130,2010,India,nigerian,0,1584,0.0,8,169,169,"race, ethnicity and identity"
2131,2011,India,nigerian,3,2438,0.001230517,8,169,169,"race, ethnicity and identity"
2132,2012,India,nigerian,4,3634,0.001100715,8,169,169,"race, ethnicity and identity"
2133,2013,India,nigerian,1,4910,0.000203666,8,169,169,"race, ethnicity and identity"
2134,2014,India,nigerian,9,7502,0.00119968,8,169,169,"race, ethnicity and identity"
2135,2015,India,nigerian,8,10532,0.00075959,8,169,169,"race, ethnicity and identity"
2136,2016,India,nigerian,9,14012,0.000642307,8,169,169,"race, ethnicity and identity"
2137,2017,India,nigerian,11,17097,0.0006433880000000001,8,169,169,"race, ethnicity and identity"
2138,2018,India,nigerian,12,19170,0.000625978,8,169,169,"race, ethnicity and identity"
2139,2019,India,nigerian,8,20849,0.00038371099999999996,8,169,169,"race, ethnicity and identity"
2140,2020,India,nigerian,4,21942,0.00018229900000000002,8,169,169,"race, ethnicity and identity"
2141,2021,India,nigerian,4,12622,0.000316907,8,169,169,"race, ethnicity and identity"
2164,2010,India,prosecutor,0,1584,0.0,10,171,171,crime and violence
2165,2011,India,prosecutor,0,2438,0.0,10,171,171,crime and violence
2166,2012,India,prosecutor,2,3634,0.000550358,10,171,171,crime and violence
2167,2013,India,prosecutor,2,4910,0.000407332,10,171,171,crime and violence
2168,2014,India,prosecutor,3,7502,0.000399893,10,171,171,crime and violence
2169,2015,India,prosecutor,7,10532,0.0006646410000000001,10,171,171,crime and violence
2170,2016,India,prosecutor,7,14012,0.000499572,10,171,171,crime and violence
2171,2017,India,prosecutor,2,17097,0.00011698,10,171,171,crime and violence
2172,2018,India,prosecutor,3,19170,0.000156495,10,171,171,crime and violence
2173,2019,India,prosecutor,7,20849,0.000335748,10,171,171,crime and violence
2174,2020,India,prosecutor,11,21942,0.000501322,10,171,171,crime and violence
2175,2021,India,prosecutor,4,12622,0.000316907,10,171,171,crime and violence
2198,2010,India,witchcraft,0,1584,0.0,10,174,174,female stereotypes
2199,2011,India,witchcraft,0,2438,0.0,10,174,174,female stereotypes
2200,2012,India,witchcraft,1,3634,0.000275179,10,174,174,female stereotypes
2201,2013,India,witchcraft,0,4910,0.0,10,174,174,female stereotypes
2202,2014,India,witchcraft,4,7502,0.000533191,10,174,174,female stereotypes
2203,2015,India,witchcraft,4,10532,0.000379795,10,174,174,female stereotypes
2204,2016,India,witchcraft,4,14012,0.00028547,10,174,174,female stereotypes
2205,2017,India,witchcraft,3,17097,0.000175469,10,174,174,female stereotypes
2206,2018,India,witchcraft,5,19170,0.000260824,10,174,174,female stereotypes
2207,2019,India,witchcraft,4,20849,0.000191856,10,174,174,female stereotypes
2208,2020,India,witchcraft,6,21942,0.000273448,10,174,174,female stereotypes
2209,2021,India,witchcraft,4,12622,0.000316907,10,174,174,female stereotypes
2232,2010,India,housewife,0,1584,0.0,9,176,176,female stereotypes
2233,2011,India,housewife,2,2438,0.000820345,9,176,176,female stereotypes
2234,2012,India,housewife,2,3634,0.000550358,9,176,176,female stereotypes
2235,2013,India,housewife,4,4910,0.000814664,9,176,176,female stereotypes
2236,2014,India,housewife,5,7502,0.0006664889999999999,9,176,176,female stereotypes
2237,2015,India,housewife,5,10532,0.00047474400000000003,9,176,176,female stereotypes
2238,2016,India,housewife,9,14012,0.000642307,9,176,176,female stereotypes
2239,2017,India,housewife,8,17097,0.00046791800000000006,9,176,176,female stereotypes
2240,2018,India,housewife,4,19170,0.000208659,9,176,176,female stereotypes
2241,2019,India,housewife,2,20849,9.590000000000001e-05,9,176,176,female stereotypes
2242,2020,India,housewife,6,21942,0.000273448,9,176,176,female stereotypes
2243,2021,India,housewife,3,12622,0.00023768,9,176,176,female stereotypes
2504,2010,India,testify,0,1584,0.0,7,195,196,crime and violence
2505,2011,India,testify,0,2438,0.0,7,195,196,crime and violence
2506,2012,India,testify,2,3634,0.000550358,7,195,196,crime and violence
2507,2013,India,testify,4,4910,0.000814664,7,195,196,crime and violence
2508,2014,India,testify,2,7502,0.00026659599999999997,7,195,196,crime and violence
2509,2015,India,testify,3,10532,0.000284846,7,195,196,crime and violence
2510,2016,India,testify,4,14012,0.00028547,7,195,196,crime and violence
2511,2017,India,testify,6,17097,0.00035093900000000004,7,195,196,crime and violence
2512,2018,India,testify,6,19170,0.000312989,7,195,196,crime and violence
2513,2019,India,testify,4,20849,0.000191856,7,195,196,crime and violence
2514,2020,India,testify,5,21942,0.000227873,7,195,196,crime and violence
2515,2021,India,testify,2,12622,0.000158453,7,195,196,crime and violence
2521,2010,India,vagina,0,1584,0.0,6,196,197,female stereotypes
2522,2011,India,vagina,0,2438,0.0,6,196,197,female stereotypes
2523,2012,India,vagina,2,3634,0.000550358,6,196,197,female stereotypes
2524,2013,India,vagina,2,4910,0.000407332,6,196,197,female stereotypes
2525,2014,India,vagina,4,7502,0.000533191,6,196,197,female stereotypes
2526,2015,India,vagina,5,10532,0.00047474400000000003,6,196,197,female stereotypes
2527,2016,India,vagina,10,14012,0.000713674,6,196,197,female stereotypes
2528,2017,India,vagina,6,17097,0.00035093900000000004,6,196,197,female stereotypes
2529,2018,India,vagina,15,19170,0.000782473,6,196,197,female stereotypes
2530,2019,India,vagina,6,20849,0.000287784,6,196,197,female stereotypes
2531,2020,India,vagina,8,21942,0.00036459800000000005,6,196,197,female stereotypes
2532,2021,India,vagina,2,12622,0.000158453,6,196,197,female stereotypes
2657,2010,India,minister,1,1584,0.000631313,8,205,198,empowerment
2658,2011,India,minister,7,2438,0.002871206,8,205,198,empowerment
2659,2012,India,minister,5,3634,0.001375894,8,205,198,empowerment
2660,2013,India,minister,21,4910,0.004276986,8,205,198,empowerment
2661,2014,India,minister,46,7502,0.0061316980000000005,8,205,198,empowerment
2662,2015,India,minister,48,10532,0.004557539,8,205,198,empowerment
2663,2016,India,minister,51,14012,0.003639737,8,205,198,empowerment
2664,2017,India,minister,72,17097,0.004211265,8,205,198,empowerment
2665,2018,India,minister,73,19170,0.0038080329999999997,8,205,198,empowerment
2666,2019,India,minister,124,20849,0.005947526999999999,8,205,198,empowerment
2667,2020,India,minister,102,21942,0.0046486190000000005,8,205,198,empowerment
2668,2021,India,minister,124,12622,0.009824117,8,205,198,empowerment
2759,2010,India,asian,1,1584,0.000631313,5,211,204,"race, ethnicity and identity"
2760,2011,India,asian,6,2438,0.002461034,5,211,204,"race, ethnicity and identity"
2761,2012,India,asian,5,3634,0.001375894,5,211,204,"race, ethnicity and identity"
2762,2013,India,asian,5,4910,0.00101833,5,211,204,"race, ethnicity and identity"
2763,2014,India,asian,28,7502,0.003732338,5,211,204,"race, ethnicity and identity"
2764,2015,India,asian,29,10532,0.002753513,5,211,204,"race, ethnicity and identity"
2765,2016,India,asian,30,14012,0.0021410220000000002,5,211,204,"race, ethnicity and identity"
2766,2017,India,asian,28,17097,0.001637714,5,211,204,"race, ethnicity and identity"
2767,2018,India,asian,124,19170,0.00646844,5,211,204,"race, ethnicity and identity"
2768,2019,India,asian,43,20849,0.002062449,5,211,204,"race, ethnicity and identity"
2769,2020,India,asian,32,21942,0.00145839,5,211,204,"race, ethnicity and identity"
2770,2021,India,asian,86,12622,0.0068135,5,211,204,"race, ethnicity and identity"
2793,2010,India,activist,1,1584,0.000631313,8,215,208,empowerment
2794,2011,India,activist,1,2438,0.000410172,8,215,208,empowerment
2795,2012,India,activist,2,3634,0.000550358,8,215,208,empowerment
2796,2013,India,activist,16,4910,0.003258656,8,215,208,empowerment
2797,2014,India,activist,17,7502,0.002266062,8,215,208,empowerment
2798,2015,India,activist,31,10532,0.002943411,8,215,208,empowerment
2799,2016,India,activist,61,14012,0.004353411,8,215,208,empowerment
2800,2017,India,activist,43,17097,0.002515061,8,215,208,empowerment
2801,2018,India,activist,77,19170,0.004016693,8,215,208,empowerment
2802,2019,India,activist,69,20849,0.003309511,8,215,208,empowerment
2803,2020,India,activist,73,21942,0.0033269529999999997,8,215,208,empowerment
2804,2021,India,activist,73,12622,0.005783553,8,215,208,empowerment
2810,2010,India,empower,1,1584,0.000631313,7,216,209,empowerment
2811,2011,India,empower,4,2438,0.0016406889999999999,7,216,209,empowerment
2812,2012,India,empower,6,3634,0.0016510729999999999,7,216,209,empowerment
2813,2013,India,empower,8,4910,0.001629328,7,216,209,empowerment
2814,2014,India,empower,15,7502,0.001999467,7,216,209,empowerment
2815,2015,India,empower,29,10532,0.002753513,7,216,209,empowerment
2816,2016,India,empower,38,14012,0.0027119609999999997,7,216,209,empowerment
